q,a,b,e,ż,&,k,i,b,e,r,#,t,i,k,b,r,u,$,V,IPFV,FIN,PL,2,PST	t,a,q,b,ż,u
q,a,b,e,ż,&,k,i,b,e,r,#,k,b,i,r,t,u,$,V,PRF,FIN,PL,2,PST	q,b,i,ż,t,u
q,a,b,e,ż,&,p,a,f,e,ż,#,p,a,f,e,ż,$,V,PRF,FIN,MASC,SG,3,PST	q,a,b,e,ż
q,a,b,e,ż,&,k,i,b,e,r,#,i,k,b,r,u,$,V,FIN,IMP,PL,1	a,q,b,ż,u
q,a,b,e,ż,&,q,a,b,a,v,#,a,q,b,a,v,$,V,FIN,IMP,SG,2	a,q,b,e,ż
q,a,b,e,ż,&,k,i,b,e,r,#,k,i,b,r,u,$,V,PRF,FIN,PL,3,PST	q,a,b,ż,u
q,a,b,e,ż,&,q,a,o,e,m,#,j,a,q,o,e,m,$,V,IPFV,FIN,MASC,SG,3,PST	j,a,q,b,e,ż
q,a,b,e,ż,&,q,a,b,a,f,#,n,a,q,b,a,f,$,V,IPFV,FIN,SG,1,PST	n,a,q,b,e,ż
q,a,b,e,ż,&,q,a,h,e,b,#,t,a,q,h,e,b,$,V,IPFV,FIN,FEM,SG,3,PST	t,a,q,b,e,ż
q,a,b,e,ż,&,q,a,e,h,ħ,#,q,e,h,ħ,n,a,$,V,PRF,FIN,PL,1,PST	q,b,i,ż,n,a
q,a,b,e,ż,&,k,i,b,e,r,#,j,i,k,b,r,u,$,V,IPFV,FIN,PL,3,PST	j,a,q,b,ż,u
q,a,b,e,ż,&,k,i,b,e,r,#,n,i,k,b,r,u,$,V,IPFV,FIN,PL,1,PST	n,a,q,b,ż,u
q,a,b,e,ż,&,u,a,b,ż,#,u,a,b,ż,e,j,t,$,V,PRF,FIN,SG,2,PST	q,b,i,ż,t
q,a,b,e,ż,&,k,i,b,e,r,#,k,b,i,r,t,$,V,PRF,FIN,SG,1,PST	q,b,i,ż,t
q,a,b,e,ż,&,q,a,q,e,#,q,a,q,e,e,t,$,V,PRF,FIN,FEM,SG,3,PST	q,a,b,ż,e,t
q,a,b,e,ż,&,q,a,s,e,m,#,t,a,q,s,e,m,$,V,IPFV,FIN,SG,2,PST	t,a,q,b,e,ż
x,t,a,r,a,&,t,a,r,#,i,t,t,i,r,$,V,IPFV,FIN,SG,2,PST	t,i,x,t,r,i
x,t,a,r,a,&,t,a,r,#,i,n,t,i,r,$,V,IPFV,FIN,SG,1,PST	n,i,x,t,r,i
x,t,a,r,a,&,t,a,r,#,t,i,r,u,$,V,FIN,IMP,PL,1	i,x,t,r,u
x,t,a,r,a,&,t,a,r,#,i,t,t,i,r,u,$,V,IPFV,FIN,PL,2,PST	t,i,x,t,r,u
x,t,a,r,a,&,t,a,r,#,t,a,r,$,V,PRF,FIN,MASC,SG,3,PST	x,t,a,r,a
x,t,a,r,a,&,t,a,r,#,t,i,r,t,$,V,PRF,FIN,SG,2,PST	x,t,r,a,j,t
x,t,a,r,a,&,t,a,r,#,t,i,r,t,$,V,PRF,FIN,SG,1,PST	x,t,r,a,j,t
x,t,a,r,a,&,t,a,r,#,t,i,r,$,V,FIN,IMP,SG,2	i,x,t,r,i
x,t,a,r,a,&,t,a,r,#,i,n,t,i,r,u,$,V,IPFV,FIN,PL,1,PST	n,i,x,t,r,u
x,t,a,r,a,&,t,a,r,#,t,a,r,u,$,V,PRF,FIN,PL,3,PST	x,t,r,a,w
x,t,a,r,a,&,t,a,r,#,t,i,r,n,a,$,V,PRF,FIN,PL,1,PST	x,t,r,a,j,n,a
x,t,a,r,a,&,t,a,r,#,i,t,i,r,u,$,V,IPFV,FIN,PL,3,PST	j,i,x,t,r,u
x,t,a,r,a,&,x,t,a,r,#,x,t,a,r,e,t,$,V,PRF,FIN,FEM,SG,3,PST	x,t,r,a,t
x,t,a,r,a,&,t,a,r,#,i,t,i,r,$,V,IPFV,FIN,MASC,SG,3,PST	j,i,x,t,r,i
x,t,a,r,a,&,t,a,r,#,i,t,t,i,r,$,V,IPFV,FIN,FEM,SG,3,PST	t,i,x,t,r,i
x,t,a,r,a,&,t,a,r,#,t,i,r,t,u,$,V,PRF,FIN,PL,2,PST	x,t,r,a,j,t,u
r,i,k,e,b,&,s,i,k,e,r,#,t,i,s,k,r,u,$,V,IPFV,FIN,PL,2,PST	t,i,r,k,b,u
r,i,k,e,b,&,s,i,k,e,r,#,n,i,s,k,r,u,$,V,IPFV,FIN,PL,1,PST	n,i,r,k,b,u
r,i,k,e,b,&,r,i,d,e,b,#,r,i,d,b,u,$,V,PRF,FIN,PL,3,PST	r,i,k,b,u
r,i,k,e,b,&,s,i,k,e,r,#,s,i,k,e,r,$,V,PRF,FIN,MASC,SG,3,PST	r,i,k,e,b
r,i,k,e,b,&,s,i,k,e,r,#,s,k,i,r,t,$,V,PRF,FIN,SG,2,PST	r,k,i,b,t
r,i,k,e,b,&,s,i,k,e,r,#,t,i,s,k,e,r,$,V,IPFV,FIN,SG,2,PST	t,i,r,k,e,b
r,i,k,e,b,&,s,i,k,e,r,#,j,i,s,k,e,r,$,V,IPFV,FIN,MASC,SG,3,PST	j,i,r,k,e,b
r,i,k,e,b,&,s,i,k,e,r,#,i,s,k,r,u,$,V,FIN,IMP,PL,1	i,r,k,b,u
r,i,k,e,b,&,s,i,k,e,r,#,s,k,i,r,t,$,V,PRF,FIN,SG,1,PST	r,k,i,b,t
r,i,k,e,b,&,s,i,k,e,r,#,n,i,s,k,e,r,$,V,IPFV,FIN,SG,1,PST	n,i,r,k,e,b
r,i,k,e,b,&,s,i,k,e,r,#,s,k,i,r,t,u,$,V,PRF,FIN,PL,2,PST	r,k,i,b,t,u
r,i,k,e,b,&,r,i,g,e,b,#,r,i,g,b,e,t,$,V,PRF,FIN,FEM,SG,3,PST	r,i,k,b,e,t
r,i,k,e,b,&,s,i,k,e,r,#,j,i,s,k,r,u,$,V,IPFV,FIN,PL,3,PST	j,i,r,k,b,u
r,i,k,e,b,&,s,i,k,e,r,#,t,i,s,k,e,r,$,V,IPFV,FIN,FEM,SG,3,PST	t,i,r,k,e,b
r,i,k,e,b,&,s,i,k,e,r,#,s,k,i,r,n,a,$,V,PRF,FIN,PL,1,PST	r,k,i,b,n,a
r,i,k,e,b,&,s,i,k,e,r,#,i,s,k,e,r,$,V,FIN,IMP,SG,2	i,r,k,e,b
p,e,j,j,e,p,&,b,e,r,r,e,d,#,i,n,b,e,r,r,e,d,$,V,IPFV,FIN,SG,1,PST	i,n,p,e,j,j,e,p
p,e,j,j,e,p,&,b,e,j,s,e,d,#,i,n,b,e,j,s,d,u,$,V,IPFV,FIN,PL,1,PST	i,n,p,e,j,p,u
p,e,j,j,e,p,&,k,e,j,e,a,#,k,e,j,e,a,$,V,PRF,FIN,MASC,SG,3,PST	p,e,j,j,e,p
p,e,j,j,e,p,&,b,e,q,j,e,d,#,t,b,e,q,j,d,u,$,V,IPFV,FIN,PL,2,PST	t,p,e,j,p,u
p,e,j,j,e,p,&,b,e,r,r,e,d,#,i,b,e,r,r,e,d,$,V,IPFV,FIN,MASC,SG,3,PST	i,p,e,j,j,e,p
p,e,j,j,e,p,&,e,j,j,e,n,#,e,j,j,n,u,$,V,FIN,IMP,PL,1	p,e,j,p,u
p,e,j,j,e,p,&,p,m,j,e,v,#,t,p,m,j,e,v,$,V,IPFV,FIN,SG,2,PST	t,p,e,j,j,e,p
p,e,j,j,e,p,&,x,e,g,t,e,p,#,x,g,t,e,p,t,$,V,PRF,FIN,SG,1,PST	p,e,j,j,i,p,t
p,e,j,j,e,p,&,e,j,m,e,n,#,e,j,m,i,n,t,u,$,V,PRF,FIN,PL,2,PST	p,e,j,j,i,p,t,u
p,e,j,j,e,p,&,b,e,r,r,e,d,#,i,b,e,r,r,d,u,$,V,IPFV,FIN,PL,3,PST	i,p,e,j,p,u
p,e,j,j,e,p,&,b,e,r,r,e,d,#,t,b,e,r,r,e,d,$,V,IPFV,FIN,FEM,SG,3,PST	t,p,e,j,j,e,p
p,e,j,j,e,p,&,p,e,r,r,e,d,#,p,e,r,r,d,e,t,$,V,PRF,FIN,FEM,SG,3,PST	p,e,j,p,e,t
p,e,j,j,e,p,&,e,j,m,e,n,#,e,j,m,i,n,n,a,$,V,PRF,FIN,PL,1,PST	p,e,j,j,i,p,n,a
p,e,j,j,e,p,&,e,j,g,e,n,#,e,j,g,i,n,t,$,V,PRF,FIN,SG,2,PST	p,e,j,j,i,p,t
p,e,j,j,e,p,&,b,e,r,r,e,d,#,i,n,b,e,r,r,e,d,$,V,IPFV,FIN,SG,1,PST	n,p,e,j,j,e,p
p,e,j,j,e,p,&,b,e,j,j,p,#,i,b,j,j,p,$,V,FIN,IMP,SG,2	p,e,j,j,e,p
p,e,j,j,e,p,&,b,e,j,e,e,d,#,b,e,j,e,d,u,$,V,PRF,FIN,PL,3,PST	p,e,j,p,u
e,ż,e,r,ċ,i,t,a,&,i,x,g,ċ,e,t,a,#,i,x,g,ċ,e,t,a,$,V,PRF,FIN,MASC,SG,3,PST	e,ż,e,r,ċ,i,t,a
e,ż,e,r,ċ,i,t,a,&,i,d,n,e,r,ċ,p,i,v,a,#,i,d,n,e,r,ċ,p,i,v,i,$,V,FIN,IMP,SG,2	e,ż,e,r,ċ,i,t,a
e,ż,e,r,ċ,i,t,a,&,i,d,d,e,r,p,ċ,i,v,a,#,i,d,d,e,r,p,ċ,i,v,e,j,t,$,V,PRF,FIN,SG,2,PST	e,ż,e,r,ċ,i,t,a,j,t
e,ż,e,r,ċ,i,t,a,&,s,w,i,ċ,q,h,a,#,s,w,i,ċ,q,h,a,j,t,u,$,V,PRF,FIN,PL,2,PST	e,ż,e,r,ċ,i,t,a,j,t,u
e,ż,e,r,ċ,i,t,a,&,b,e,r,ċ,e,d,#,i,n,b,e,r,ċ,d,u,$,V,IPFV,FIN,PL,1,PST	n,e,ż,e,r,ċ,i,t,a,w
e,ż,e,r,ċ,i,t,a,&,a,m,ċ,i,ż,a,#,a,m,ċ,i,ż,a,j,n,a,$,V,PRF,FIN,PL,1,PST	e,ż,e,r,ċ,i,t,a,j,n,a
e,ż,e,r,ċ,i,t,a,&,x,e,g,ċ,i,l,#,t,i,x,g,ċ,i,l,$,V,IPFV,FIN,FEM,SG,3,PST	t,e,ż,e,r,ċ,i,t,a
e,ż,e,r,ċ,i,t,a,&,ż,ż,ċ,a,t,#,ż,ż,ċ,t,u,$,V,PRF,FIN,PL,3,PST	e,ż,e,r,ċ,i,t,a,w
e,ż,e,r,ċ,i,t,a,&,b,e,ċ,l,t,#,n,i,b,ċ,l,t,$,V,IPFV,FIN,SG,1,PST	n,e,ż,e,r,ċ,i,t,a
e,ż,e,r,ċ,i,t,a,&,e,',r,ċ,e,d,#,i,e,',r,ċ,d,u,$,V,IPFV,FIN,PL,3,PST	j,e,ż,e,r,ċ,i,t,a,w
