m,o,u,s,a,b,$,V,FUT	m,o,u,s,a,b
m,o,u,s,a,b,$,V,PST	n,i,u,s,a,b
m,o,u,s,a,b,$,V,PRS	n,a,g,-,u,s,a,b
m,o,u,s,a,b,$,V,NFIN	m,o,u,s,a,b
m,o,u,s,a,b,$,V,PRF,PST	n,a,u,s,a,b
m,o,u,s,a,b,$,V,PROG,PRS	n,i,n,g,-,u,s,a,b
m,o,s,u,l,t,i,$,V,PROG,PRS	n,i,n,g,s,u,l,t,i
m,o,s,u,l,t,i,$,V,NFIN	m,o,s,u,l,t,i
m,o,s,u,l,t,i,$,V,FUT	m,o,s,u,l,t,i
m,o,s,u,l,t,i,$,V,PRF,PST	n,a,s,u,l,t,i
m,o,s,u,l,t,i,$,V,PRS	n,a,g,s,u,l,t,i
m,o,s,u,l,t,i,$,V,PST	n,i,s,u,l,t,i
m,o,h,i,n,u,m,d,o,m,$,V,PST	n,i,h,i,n,u,m,d,o,m
m,o,h,i,n,u,m,d,o,m,$,V,PRF,PST	n,a,h,i,n,u,m,d,o,m
m,o,h,i,n,u,m,d,o,m,$,V,PRS	n,a,g,h,i,n,u,m,d,o,m
m,o,h,i,n,u,m,d,o,m,$,V,PROG,PRS	n,i,n,g,h,i,n,u,m,d,o,m
m,o,h,i,n,u,m,d,o,m,$,V,FUT	m,o,h,i,n,u,m,d,o,m
m,o,h,i,n,u,m,d,o,m,$,V,NFIN	m,o,h,i,n,u,m,d,o,m
m,o,s,a,b,o,t,$,V,PRS	n,a,g,s,a,b,o,t
m,o,s,a,b,o,t,$,V,FUT	m,o,s,a,b,o,t
m,o,s,a,b,o,t,$,V,PROG,PRS	n,i,n,g,s,a,b,o,t
m,o,s,a,b,o,t,$,V,NFIN	m,o,s,a,b,o,t
m,o,s,a,b,o,t,$,V,PST	n,i,s,a,b,o,t
m,o,s,a,b,o,t,$,V,PRF,PST	n,a,s,a,b,o,t
m,o,g,u,n,i,t,$,V,FUT	m,o,g,u,n,i,t
m,o,g,u,n,i,t,$,V,PROG,PRS	n,i,n,g,g,u,n,i,t
m,o,g,u,n,i,t,$,V,NFIN	m,o,g,u,n,i,t
m,o,g,u,n,i,t,$,V,PST	n,i,g,u,n,i,t
m,o,g,u,n,i,t,$,V,PRF,PST	n,a,g,u,n,i,t
m,o,g,u,n,i,t,$,V,PRS	n,a,g,g,u,n,i,t
m,o,p,a,l,i,t,$,V,PROG,PRS	n,i,n,g,p,a,l,i,t
m,o,p,a,l,i,t,$,V,NFIN	m,o,p,a,l,i,t
m,o,p,a,l,i,t,$,V,PRS	n,a,g,p,a,l,i,t
m,o,p,a,l,i,t,$,V,PRF,PST	n,a,k,a,p,a,l,i,t
m,o,p,a,l,i,t,$,V,FUT	m,o,p,a,l,i,t
m,o,p,a,l,i,t,$,V,PST	n,i,p,a,l,i,t
m,a,n,g,i,t,a,$,V,PST	n,a,n,g,i,t,a
m,a,n,g,i,t,a,$,V,PROG,PRS	n,a,g,p,a,n,g,i,t,a
m,a,n,g,i,t,a,$,V,PRS	n,a,n,g,i,t,a
m,a,n,g,i,t,a,$,V,FUT	m,a,n,g,i,t,a
m,a,n,g,i,t,a,$,V,NFIN	m,a,n,g,i,t,a
m,a,n,g,i,t,a,$,V,PRF,PST	n,a,k,a,p,a,n,g,i,t,a
m,a,m,a,t,i,$,V,PST	n,a,k,a,p,a,m,a,t,i
m,a,m,a,t,i,$,V,PROG,PRS	n,a,g,p,a,m,a,t,i
m,a,m,a,t,i,$,V,FUT	m,a,m,a,t,i
m,a,m,a,t,i,$,V,PRF,PST	n,a,k,a,p,a,m,a,t,i
m,a,m,a,t,i,$,V,NFIN	m,a,m,a,t,i
m,a,m,a,t,i,$,V,PRS	n,a,m,a,t,i
m,o,s,u,l,a,t,$,V,PRF,PST	n,a,s,u,l,a,t
m,o,s,u,l,a,t,$,V,NFIN	m,o,s,u,l,a,t
m,o,s,u,l,a,t,$,V,PRS	n,a,g,s,u,l,a,t
m,o,s,u,l,a,t,$,V,FUT	m,o,s,u,l,a,t
m,o,s,u,l,a,t,$,V,PROG,PRS	n,i,n,g,s,u,l,a,t
m,o,s,u,l,a,t,$,V,PST	n,i,s,u,l,a,t
m,o,s,i,r,a,$,V,PRF,PST	n,a,s,i,r,a,d,-,a,n
m,o,s,i,r,a,$,V,PROG,PRS	n,i,n,g,s,i,r,a
m,o,s,i,r,a,$,V,PRS	n,a,g,s,i,r,a
m,o,s,i,r,a,$,V,PST	n,a,s,i,r,a
m,o,s,i,r,a,$,V,FUT	m,o,s,i,r,a
m,o,s,i,r,a,$,V,NFIN	m,o,s,i,r,a
m,o,p,a,t,i,n,-,a,w,$,V,PROG,PRS	n,i,n,g,p,a,t,i,n,-,a,w
m,o,p,a,t,i,n,-,a,w,$,V,PST	n,i,p,a,t,i,n,-,a,w
m,o,p,a,t,i,n,-,a,w,$,V,FUT	m,o,p,a,t,i,n,-,a,w
m,o,p,a,t,i,n,-,a,w,$,V,PRS	n,a,g,p,a,t,i,n,-,a,w
m,o,p,a,t,i,n,-,a,w,$,V,NFIN	m,o,p,a,t,i,n,-,a,w
m,o,p,a,t,i,n,-,a,w,$,V,PRF,PST	n,a,p,a,t,i,n,-,a,w
m,o,a,b,l,i,$,V,PST	n,i,a,b,l,i
m,o,a,b,l,i,$,V,PRF,PST	n,a,a,b,l,i
m,o,a,b,l,i,$,V,NFIN	m,o,a,b,l,i
m,o,a,b,l,i,$,V,FUT	m,o,a,b,l,i
m,o,a,b,l,i,$,V,PRS	n,a,g,-,a,b,l,i
m,o,a,b,l,i,$,V,PROG,PRS	n,i,n,g,-,a,b,l,i
m,a,k,a,d,u,n,g,o,g,$,V,FUT	m,a,k,a,d,u,n,g,o,g
m,a,k,a,d,u,n,g,o,g,$,V,PST	n,a,k,a,d,u,n,g,o,g
m,a,k,a,d,u,n,g,o,g,$,V,PROG,PRS	n,a,k,a,d,u,n,g,o,g
m,a,k,a,d,u,n,g,o,g,$,V,NFIN	m,a,k,a,d,u,n,g,o,g
m,a,k,a,d,u,n,g,o,g,$,V,PRF,PST	n,a,k,a,d,u,n,g,o,g
m,a,k,a,d,u,n,g,o,g,$,V,PRS	n,a,k,a,d,u,n,g,o,g
m,o,d,e,s,i,d,e,r,$,V,NFIN	m,o,d,e,s,i,d,e,r
m,o,d,e,s,i,d,e,r,$,V,PST	n,i,d,e,s,i,d,e,r
m,o,d,e,s,i,d,e,r,$,V,PRS	n,a,g,d,e,s,i,d,e,r
m,o,d,e,s,i,d,e,r,$,V,PROG,PRS	n,i,n,g,d,e,s,i,d,e,r
m,o,d,e,s,i,d,e,r,$,V,FUT	m,o,d,e,s,i,d,e,r
m,o,d,e,s,i,d,e,r,$,V,PRF,PST	n,a,k,a,d,e,s,i,d,e,r
m,o,d,a,o,g,$,V,PRF,PST	n,a,d,a,o,g
m,o,d,a,o,g,$,V,PST	n,i,d,a,o,g
m,o,d,a,o,g,$,V,NFIN	m,o,d,a,o,g
m,o,d,a,o,g,$,V,FUT	m,o,d,a,o,g
m,o,d,a,o,g,$,V,PRS	n,a,g,d,a,o,g
m,o,d,a,o,g,$,V,PROG,PRS	n,i,n,g,d,a,o,g
m,o,a,n,g,k,o,n,$,V,PST	n,i,a,n,g,k,o,n
m,o,a,n,g,k,o,n,$,V,NFIN	m,o,a,n,g,k,o,n
m,o,a,n,g,k,o,n,$,V,PRS	n,a,g,a,n,g,k,o,n
m,o,a,n,g,k,o,n,$,V,PRF,PST	n,a,a,n,g,k,o,n
m,o,a,n,g,k,o,n,$,V,FUT	m,o,a,n,g,k,o,n
m,o,a,n,g,k,o,n,$,V,PROG,PRS	n,i,n,g,a,n,g,k,o,n
m,a,g,l,u,t,o,$,V,PROG,PRS	n,a,g,l,u,t,o
